"OrderID","OrderDate","Quantity","Unit Price","CustomerID"
"5451","2013-02-01","2","16.00","204"
"5645","2013-02-04","10","16.00","355"
"5899","2013-02-05","2","16.00","285"
"6158","2013-02-07","8","16.00","277"
"6660","2013-02-11","7","16.00","244"
"7186","2013-02-14","6","16.00","330"
"7373","2013-02-16","3","16.00","330"
"7386","2013-02-16","9","16.00","144"
"7524","2013-02-18","6","16.00","26"
"7716","2013-02-19","2","16.00","386"
"7825","2013-02-19","5","16.00","256"
"8187","2013-02-22","8","16.00","343"
"8539","2013-02-25","10","16.00","192"
"9010","2013-03-01","2","16.00","215"
"9226","2013-03-01","6","16.00","233"
"9741","2013-03-05","9","16.00","182"
"10476","2013-03-08","1","16.00","309"
"10631","2013-03-08","8","16.00","45"
"10591","2013-03-08","2","16.00","314"
"10742","2013-03-09","3","16.00","119"
"10985","2013-03-11","1","16.00","321"
"11120","2013-03-12","4","16.00","86"
"11565","2013-03-14","5","16.00","245"
"11912","2013-03-15","7","16.00","140"
"13168","2013-03-22","3","16.00","386"
"13366","2013-03-23","5","16.00","251"
"13700","2013-03-26","9","16.00","278"
"14222","2013-03-29","9","16.00","53"
"14499","2013-04-01","8","16.00","330"
"14723","2013-04-02","10","16.00","284"
"14811","2013-04-02","6","16.00","90"
"15044","2013-04-03","5","16.00","357"
"16231","2013-04-10","8","16.00","253"
"16310","2013-04-11","6","16.00","187"
"16569","2013-04-12","1","16.00","35"
"16571","2013-04-12","7","16.00","15"
"17463","2013-04-17","5","16.00","180"
"17852","2013-04-19","10","16.00","230"
"17708","2013-04-19","10","16.00","157"
"18096","2013-04-20","5","16.00","314"
"18120","2013-04-22","3","16.00","142"
"18220","2013-04-22","2","16.00","372"
"18251","2013-04-22","2","16.00","255"
"19280","2013-04-29","1","16.00","71"
"19473","2013-04-30","3","16.00","35"
"19633","2013-04-30","9","16.00","341"
"19817","2013-05-01","9","16.00","176"
"20226","2013-05-03","2","16.00","250"
"20352","2013-05-04","3","16.00","391"
"21316","2013-05-09","1","16.00","377"
"22376","2013-05-15","10","16.00","45"
"22566","2013-05-16","10","16.00","111"
"23047","2013-05-18","1","16.00","70"
"23108","2013-05-20","5","16.00","275"
"23161","2013-05-20","6","16.00","242"
"24093","2013-05-24","3","16.00","303"
"24187","2013-05-25","3","16.00","70"
"24212","2013-05-27","2","16.00","183"
"24434","2013-05-27","9","16.00","75"
"24596","2013-05-28","10","16.00","151"
"24782","2013-05-29","1","16.00","348"
"24922","2013-05-30","9","16.00","106"
"25682","2013-06-03","6","16.00","144"
"25734","2013-06-03","8","16.00","205"
"25942","2013-06-04","1","16.00","387"
"26255","2013-06-05","6","16.00","396"
"26401","2013-06-06","6","16.00","376"
"26801","2013-06-07","10","16.00","305"
"26691","2013-06-07","3","16.00","348"
"26965","2013-06-10","10","16.00","3"
"27388","2013-06-12","8","16.00","19"
"27481","2013-06-12","5","16.00","324"
"27588","2013-06-13","7","16.00","314"
"27638","2013-06-13","3","16.00","267"
"27959","2013-06-15","4","16.00","138"
"28208","2013-06-18","5","16.00","19"
"29173","2013-06-21","5","16.00","192"
"29485","2013-06-24","3","16.00","355"
"29874","2013-06-26","7","16.00","205"
"29935","2013-06-26","8","16.00","347"
"29907","2013-06-26","10","16.00","212"
"30941","2013-07-01","9","16.00","278"
"30954","2013-07-01","7","16.00","389"
"31696","2013-07-04","7","16.00","251"
"32026","2013-07-06","1","16.00","301"
"33986","2013-07-17","4","16.00","49"
"34223","2013-07-17","6","16.00","10"
"34267","2013-07-18","5","16.00","367"
"34473","2013-07-19","1","16.00","387"
"34738","2013-07-20","7","16.00","283"
"34801","2013-07-20","9","16.00","266"
"34852","2013-07-22","10","16.00","144"
"34944","2013-07-22","1","16.00","270"
"36694","2013-08-01","7","16.00","104"
"36809","2013-08-02","4","16.00","172"
"36945","2013-08-02","4","16.00","333"
"37540","2013-08-06","7","16.00","143"
"38346","2013-08-12","5","16.00","311"
"38588","2013-08-13","7","16.00","350"
"39495","2013-08-20","5","16.00","170"
"39755","2013-08-21","5","16.00","266"
"40473","2013-08-26","5","16.00","323"
"41071","2013-08-29","7","16.00","239"
"41816","2013-09-04","6","16.00","197"
"42291","2013-09-05","7","16.00","325"
"42395","2013-09-06","5","16.00","207"
"42851","2013-09-10","10","16.00","399"
"43581","2013-09-13","3","16.00","197"
"44170","2013-09-17","2","16.00","37"
"44506","2013-09-18","5","16.00","26"
"44920","2013-09-20","9","16.00","158"
"45165","2013-09-23","9","16.00","96"
"45947","2013-09-26","5","16.00","165"
"45963","2013-09-26","6","16.00","283"
"46343","2013-09-28","5","16.00","139"
"46454","2013-09-30","7","16.00","21"
"47426","2013-10-07","8","16.00","360"
"47680","2013-10-08","7","16.00","55"
"47854","2013-10-09","3","16.00","23"
"47941","2013-10-10","3","16.00","237"
"48420","2013-10-12","2","16.00","220"
"48511","2013-10-14","6","16.00","2"
"49486","2013-10-19","1","16.00","19"
"49883","2013-10-22","4","16.00","163"
"49977","2013-10-22","8","16.00","230"
"50490","2013-10-25","8","16.00","63"
"51137","2013-10-29","9","16.00","266"
"51320","2013-10-30","6","16.00","303"
"51337","2013-10-30","4","16.00","252"
"51902","2013-11-02","3","16.00","390"
"51926","2013-11-02","9","16.00","217"
"52468","2013-11-06","3","16.00","253"
"53098","2013-11-11","2","16.00","290"
"53342","2013-11-12","1","16.00","240"
"54695","2013-11-19","6","16.00","37"
"55270","2013-11-21","4","16.00","315"
"55524","2013-11-25","5","16.00","363"
"56519","2013-11-29","2","16.00","156"
"57213","2013-12-03","7","16.00","363"
"58568","2013-12-12","9","16.00","92"
"58588","2013-12-12","4","16.00","277"
"58813","2013-12-14","6","16.00","189"
"58864","2013-12-16","8","16.00","160"
"59051","2013-12-17","1","16.00","144"
"59561","2013-12-19","9","16.00","350"
"60141","2013-12-23","1","16.00","135"
"60692","2013-12-26","10","16.00","158"
"60806","2013-12-27","5","16.00","215"
"283","2013-01-02","3","16.00","209"
"547","2013-01-04","2","16.00","130"
"693","2013-01-05","1","16.00","80"
"890","2013-01-07","5","16.00","292"
"1144","2013-01-08","9","16.00","26"
"1399","2013-01-09","2","16.00","111"
"1765","2013-01-11","3","16.00","204"
"1930","2013-01-11","9","16.00","207"
"2204","2013-01-14","6","16.00","393"
"2521","2013-01-15","5","16.00","75"
"2648","2013-01-16","2","16.00","338"
"3120","2013-01-18","2","16.00","274"
"4765","2013-01-29","9","16.00","208"
"5537","2013-02-02","3","16.00","141"
"5792","2013-02-04","1","16.00","100"
"6431","2013-02-09","9","16.00","146"
"6700","2013-02-11","7","16.00","316"
"6810","2013-02-11","9","16.00","88"
"6903","2013-02-12","3","16.00","188"
"6912","2013-02-12","5","16.00","97"
"7410","2013-02-16","4","16.00","347"
"7917","2013-02-20","7","16.00","280"
"8556","2013-02-25","3","16.00","372"
"8833","2013-02-27","1","16.00","242"
"8848","2013-02-27","5","16.00","149"
"9377","2013-03-02","4","16.00","106"
"9787","2013-03-05","6","16.00","382"
"10045","2013-03-06","1","16.00","161"
"10318","2013-03-07","1","16.00","168"
"10604","2013-03-08","8","16.00","168"
"12260","2013-03-18","2","16.00","363"
"12473","2013-03-19","9","16.00","382"
"12636","2013-03-20","5","16.00","245"
"12692","2013-03-20","4","16.00","41"
"12705","2013-03-20","8","16.00","48"
"12788","2013-03-20","10","16.00","385"
"13161","2013-03-22","7","16.00","356"
"13296","2013-03-22","6","16.00","400"
"13507","2013-03-25","1","16.00","245"
"13682","2013-03-26","4","16.00","60"
"13774","2013-03-26","4","16.00","68"
"13777","2013-03-26","8","16.00","1"
"14042","2013-03-27","3","16.00","152"
"13987","2013-03-27","6","16.00","66"
"14092","2013-03-27","10","16.00","53"
"14743","2013-04-02","9","16.00","14"
"14842","2013-04-02","2","16.00","82"
"15023","2013-04-03","7","16.00","189"
"15102","2013-04-04","3","16.00","23"
"15360","2013-04-05","8","16.00","91"
"15711","2013-04-08","6","16.00","258"
"15738","2013-04-08","6","16.00","212"
"16014","2013-04-10","10","16.00","322"
"16383","2013-04-11","4","16.00","399"
"16629","2013-04-12","5","16.00","387"
"16566","2013-04-12","6","16.00","35"
"16841","2013-04-15","1","16.00","72"
"17694","2013-04-18","3","16.00","248"
"17988","2013-04-20","3","16.00","40"
"18111","2013-04-20","8","16.00","313"
"18685","2013-04-24","6","16.00","302"
"19082","2013-04-26","3","16.00","380"
"19159","2013-04-27","9","16.00","321"
"19352","2013-04-29","4","16.00","203"
"19490","2013-04-30","2","16.00","23"
"20723","2013-05-06","9","16.00","206"
"21402","2013-05-09","2","16.00","386"
"21672","2013-05-10","1","16.00","57"
"21740","2013-05-10","10","16.00","351"
"21839","2013-05-11","1","16.00","146"
"22435","2013-05-15","1","16.00","239"
"22481","2013-05-15","6","16.00","42"
"22602","2013-05-16","1","16.00","316"
"22841","2013-05-17","7","16.00","175"
"23892","2013-05-23","6","16.00","198"
"23971","2013-05-24","2","16.00","183"
"24031","2013-05-24","4","16.00","324"
"24431","2013-05-27","6","16.00","352"
"24385","2013-05-27","6","16.00","232"
"24316","2013-05-27","9","16.00","300"
"25442","2013-06-01","10","16.00","286"
"25639","2013-06-03","10","16.00","266"
"25878","2013-06-04","1","16.00","395"
"25845","2013-06-04","2","16.00","102"
"26147","2013-06-05","1","16.00","181"
"26462","2013-06-06","7","16.00","140"
"27952","2013-06-15","10","16.00","352"
"27991","2013-06-15","7","16.00","378"
"28507","2013-06-19","3","16.00","401"
"29234","2013-06-21","9","16.00","313"
"29544","2013-06-25","10","16.00","3"
"29640","2013-06-25","3","16.00","48"
"29988","2013-06-26","1","16.00","81"
"29996","2013-06-26","3","16.00","165"
"30260","2013-06-27","3","16.00","125"
"30297","2013-06-28","2","16.00","257"
"31242","2013-07-02","7","16.00","249"
"31675","2013-07-04","6","16.00","371"
"31517","2013-07-04","2","16.00","226"
"32099","2013-07-08","2","16.00","38"
"33224","2013-07-12","8","16.00","191"
"34015","2013-07-17","1","16.00","75"
"34325","2013-07-18","3","16.00","166"
"34341","2013-07-18","1","16.00","88"
"35508","2013-07-24","8","16.00","49"
"36001","2013-07-27","1","16.00","105"
"36020","2013-07-27","10","16.00","277"
"36661","2013-08-01","10","16.00","98"
"36697","2013-08-01","5","16.00","104"
"37017","2013-08-03","9","16.00","273"
"37204","2013-08-05","7","16.00","118"
"37623","2013-08-06","1","16.00","224"
"37917","2013-08-08","2","16.00","97"
"38199","2013-08-10","10","16.00","26"
"39746","2013-08-21","4","16.00","312"
"40109","2013-08-22","5","16.00","6"
"40602","2013-08-27","9","16.00","179"
"40806","2013-08-28","4","16.00","159"
"40837","2013-08-28","4","16.00","281"
"41526","2013-09-02","7","16.00","363"
"41877","2013-09-04","7","16.00","118"
"42165","2013-09-05","6","16.00","398"
"43167","2013-09-11","5","16.00","307"
"44666","2013-09-19","7","16.00","219"
"44887","2013-09-20","7","16.00","224"
"44989","2013-09-21","4","16.00","163"
"46197","2013-09-27","6","16.00","350"
"46680","2013-10-01","5","16.00","71"
"46935","2013-10-02","5","16.00","143"
"47384","2013-10-07","6","16.00","50"
"47714","2013-10-08","3","16.00","32"
"47775","2013-10-09","3","16.00","229"
"48578","2013-10-14","9","16.00","47"
"49057","2013-10-16","6","16.00","318"
"49540","2013-10-21","2","16.00","120"
"49838","2013-10-22","8","16.00","70"
"49842","2013-10-22","2","16.00","126"
"50330","2013-10-24","1","16.00","288"
"50583","2013-10-25","3","16.00","139"
"50552","2013-10-25","2","16.00","256"
"50827","2013-10-28","8","16.00","134"
"51097","2013-10-29","8","16.00","115"
"51864","2013-11-01","8","16.00","307"
"52384","2013-11-06","3","16.00","65"
"52406","2013-11-06","6","16.00","95"
"53338","2013-11-12","9","16.00","199"
"53716","2013-11-14","6","16.00","206"
"53886","2013-11-15","10","16.00","329"
"55158","2013-11-21","8","16.00","321"
"55267","2013-11-21","7","16.00","88"
"55180","2013-11-21","5","16.00","92"
"55336","2013-11-22","2","16.00","58"
"55536","2013-11-25","3","16.00","324"
"55746","2013-11-26","1","16.00","20"
"55895","2013-11-26","5","16.00","211"
"55995","2013-11-26","4","16.00","395"
"56094","2013-11-27","6","16.00","32"
"56422","2013-11-28","7","16.00","79"
"56645","2013-11-30","2","16.00","46"
"56848","2013-12-02","2","16.00","30"
"57037","2013-12-03","8","16.00","196"
"57206","2013-12-03","8","16.00","399"
"58015","2013-12-09","8","16.00","250"
"58314","2013-12-10","5","16.00","258"
"58501","2013-12-11","2","16.00","52"
"58830","2013-12-14","6","16.00","262"
"58875","2013-12-16","6","16.00","360"
"59671","2013-12-19","6","16.00","284"
"59542","2013-12-19","4","16.00","396"
"60050","2013-12-23","7","16.00","390"
"61529","2013-12-31","3","16.00","127"
"700","2013-01-05","9","240.00","216"
"785","2013-01-05","7","240.00","172"
"1263","2013-01-09","2","240.00","292"
"1359","2013-01-09","4","240.00","117"
"1997","2013-01-12","5","240.00","174"
"2026","2013-01-12","1","240.00","335"
"2424","2013-01-15","5","240.00","191"
"2612","2013-01-16","10","240.00","74"
"3093","2013-01-18","7","240.00","238"
"3157","2013-01-18","3","240.00","188"
"3222","2013-01-19","4","240.00","356"
"3405","2013-01-22","2","240.00","328"
"3508","2013-01-22","7","240.00","72"
"4356","2013-01-28","3","240.00","239"
"4515","2013-01-29","5","240.00","134"
"4756","2013-01-29","1","240.00","366"
"5668","2013-02-04","4","240.00","398"
"5891","2013-02-05","8","240.00","47"
"6015","2013-02-06","3","240.00","71"
"6920","2013-02-12","6","240.00","389"
"6935","2013-02-13","2","240.00","107"
"7090","2013-02-14","7","240.00","72"
"8037","2013-02-20","1","240.00","389"
"8158","2013-02-21","5","240.00","47"
"8673","2013-02-26","6","240.00","146"
"8845","2013-02-27","3","240.00","149"
"9268","2013-03-01","6","240.00","283"
"9148","2013-03-01","2","240.00","178"
"9464","2013-03-04","10","240.00","354"
"10187","2013-03-07","8","240.00","247"
"10470","2013-03-08","1","240.00","236"
"11151","2013-03-12","6","240.00","339"
"11662","2013-03-14","10","240.00","332"
"12186","2013-03-18","4","240.00","383"
"12224","2013-03-18","6","240.00","361"
"12778","2013-03-20","3","240.00","117"
"12828","2013-03-20","6","240.00","253"
"12941","2013-03-21","10","240.00","297"
"12999","2013-03-21","10","240.00","81"
"13824","2013-03-27","7","240.00","232"
"15177","2013-04-04","3","240.00","266"
"15690","2013-04-08","3","240.00","201"
"15932","2013-04-09","1","240.00","21"
"16734","2013-04-13","6","240.00","126"
"18422","2013-04-23","2","240.00","232"
"18468","2013-04-23","9","240.00","212"
"18557","2013-04-23","5","240.00","379"
"19267","2013-04-27","4","240.00","61"
"20031","2013-05-02","10","240.00","116"
"20370","2013-05-04","8","240.00","271"
"20581","2013-05-06","10","240.00","71"
"20536","2013-05-06","1","240.00","244"
"21372","2013-05-09","1","240.00","314"
"21840","2013-05-11","4","240.00","146"
"22714","2013-05-16","4","240.00","209"
"22983","2013-05-18","6","240.00","356"
"23247","2013-05-20","3","240.00","33"
"23402","2013-05-21","6","240.00","136"
"23609","2013-05-22","1","240.00","370"
"24637","2013-05-28","8","240.00","331"
"25049","2013-05-30","5","240.00","230"
"26745","2013-06-07","5","240.00","305"
"26765","2013-06-07","9","240.00","236"
"27449","2013-06-12","1","240.00","220"
"27779","2013-06-14","9","240.00","235"
"28308","2013-06-18","10","240.00","86"
"28283","2013-06-18","8","240.00","370"
"29260","2013-06-22","3","240.00","359"
"29645","2013-06-25","9","240.00","267"
"29679","2013-06-25","1","240.00","29"
"30102","2013-06-27","1","240.00","53"
"30326","2013-06-28","8","240.00","275"
"30627","2013-06-29","6","240.00","20"
"31138","2013-07-02","3","240.00","106"
"31850","2013-07-05","3","240.00","44"
"32319","2013-07-09","2","240.00","126"
"32775","2013-07-10","1","240.00","206"
"32962","2013-07-11","3","240.00","317"
"32879","2013-07-11","10","240.00","350"
"34369","2013-07-18","1","240.00","142"
"34680","2013-07-19","7","240.00","10"
"36758","2013-08-02","10","240.00","292"
"37501","2013-08-06","3","240.00","96"
"37677","2013-08-07","8","240.00","27"
"37911","2013-08-08","5","240.00","385"
"38099","2013-08-09","1","240.00","336"
"38227","2013-08-10","3","240.00","371"
"38964","2013-08-14","8","240.00","282"
"39236","2013-08-17","6","240.00","186"
"39874","2013-08-21","7","240.00","215"
"40067","2013-08-22","5","240.00","51"
"40504","2013-08-26","5","240.00","211"
"40687","2013-08-27","3","240.00","317"
"41669","2013-09-03","7","240.00","373"
"41869","2013-09-04","5","240.00","204"
"41994","2013-09-04","6","240.00","251"
"42396","2013-09-06","10","240.00","172"
"42562","2013-09-07","2","240.00","54"
"42594","2013-09-09","7","240.00","71"
"42735","2013-09-09","10","240.00","214"
"42630","2013-09-09","10","240.00","64"
"43190","2013-09-11","8","240.00","203"
"43685","2013-09-14","10","240.00","104"
"44698","2013-09-19","3","240.00","296"
"44903","2013-09-20","1","240.00","17"
"45399","2013-09-24","4","240.00","263"
"45744","2013-09-25","10","240.00","288"
"45785","2013-09-25","2","240.00","103"
"45881","2013-09-25","8","240.00","286"
"46110","2013-09-27","10","240.00","240"
"46139","2013-09-27","5","240.00","300"
"46182","2013-09-27","8","240.00","347"
"46239","2013-09-27","4","240.00","248"
"46368","2013-09-28","9","240.00","11"
"46588","2013-10-01","7","240.00","364"
"46679","2013-10-01","4","240.00","381"
"47130","2013-10-04","1","240.00","248"
"47579","2013-10-08","1","240.00","133"
"47677","2013-10-08","3","240.00","147"
"47889","2013-10-09","8","240.00","13"
"47952","2013-10-10","9","240.00","179"
"48079","2013-10-10","10","240.00","284"
"48093","2013-10-10","9","240.00","71"
"48801","2013-10-15","3","240.00","281"
"49447","2013-10-19","4","240.00","165"
"49701","2013-10-21","2","240.00","365"
"49876","2013-10-22","10","240.00","58"
"50382","2013-10-24","10","240.00","348"
"50225","2013-10-24","10","240.00","311"
"50813","2013-10-26","8","240.00","222"
"51057","2013-10-28","3","240.00","22"
"52389","2013-11-06","3","240.00","169"
"52461","2013-11-06","4","240.00","57"
"52667","2013-11-07","4","240.00","381"
"52900","2013-11-08","9","240.00","250"
"53160","2013-11-11","9","240.00","12"
"53475","2013-11-13","3","240.00","213"
"53747","2013-11-14","3","240.00","229"
"54299","2013-11-18","6","240.00","284"
"55642","2013-11-25","8","240.00","324"
"56224","2013-11-28","1","240.00","370"
"56267","2013-11-28","10","240.00","135"
"56777","2013-12-02","8","240.00","141"
"57275","2013-12-04","8","240.00","249"
"57371","2013-12-04","3","240.00","21"
"57567","2013-12-05","7","240.00","118"
"57931","2013-12-07","7","240.00","254"
"57995","2013-12-09","5","240.00","395"
"58678","2013-12-13","4","240.00","311"
"58711","2013-12-13","2","240.00","13"
"59708","2013-12-20","9","240.00","318"
"59711","2013-12-20","1","240.00","301"
"60519","2013-12-25","2","240.00","261"
"60551","2013-12-25","6","240.00","285"
"60735","2013-12-26","8","240.00","38"
"60958","2013-12-27","7","240.00","400"
"61132","2013-12-28","2","240.00","288"
"61214","2013-12-30","6","240.00","301"
"61580","2013-12-31","8","240.00","171"
"673","2013-01-05","9","240.00","102"
"1045","2013-01-07","3","240.00","99"
"1592","2013-01-10","10","240.00","163"
"1727","2013-01-11","6","240.00","282"
"2451","2013-01-15","4","240.00","167"
"2681","2013-01-16","10","240.00","220"
"2801","2013-01-17","7","240.00","290"
"4367","2013-01-28","1","240.00","163"
"4414","2013-01-28","8","240.00","12"
"4527","2013-01-29","6","240.00","25"
"4693","2013-01-29","7","240.00","362"
"5458","2013-02-01","10","240.00","106"
"6726","2013-02-11","2","240.00","44"
"6646","2013-02-11","3","240.00","204"
"7067","2013-02-14","1","240.00","141"
"7196","2013-02-14","5","240.00","351"
"7331","2013-02-15","1","240.00","279"
"8832","2013-02-27","2","240.00","222"
"8909","2013-02-28","6","240.00","313"
"8989","2013-02-28","9","240.00","210"
"9206","2013-03-01","10","240.00","122"
"9176","2013-03-01","9","240.00","397"
"9353","2013-03-02","1","240.00","303"
"9580","2013-03-04","9","240.00","375"
"9654","2013-03-04","3","240.00","122"
"9857","2013-03-06","5","240.00","54"
"9974","2013-03-06","5","240.00","343"
"10123","2013-03-06","3","240.00","338"
"10554","2013-03-08","10","240.00","129"
"10982","2013-03-11","1","240.00","21"
"11686","2013-03-14","10","240.00","219"
"12027","2013-03-15","10","240.00","388"
"11961","2013-03-15","8","240.00","116"
"12212","2013-03-18","4","240.00","333"
"12341","2013-03-19","1","240.00","161"
"13350","2013-03-23","10","240.00","44"
"13582","2013-03-25","8","240.00","177"
"14622","2013-04-01","10","240.00","16"
"14764","2013-04-02","1","240.00","78"
"14961","2013-04-03","4","240.00","364"
"15142","2013-04-04","2","240.00","53"
"15231","2013-04-04","4","240.00","394"
"15554","2013-04-05","9","240.00","182"
"16153","2013-04-10","1","240.00","30"
