Quels sont les quatre contextes globaux qui marquent l'importance de l'analyse économique pour l'ingénieur ?,"La mondialisation, la transition énergétique, l'urgence environnementale et les innovations technologiques."
La macroéconomie étudie les relations entre les _____ économiques.,agrégats
Quelle est la principale fonction des institutions financières dans le circuit économique ?,Elles collectent les dépôts (épargne) des ménages et des entreprises et accordent des crédits (investissement).
"Dans le diagramme du cycle de vie d'un produit, quelle est la phase qui suit la 'Croissance' ?",La phase de 'Maturité'.
Quel est le principal inconvénient d'une dépendance excessive aux importations pour un projet innovant ?,"Cela peut augmenter les coûts de production, notamment en cas de variation des taux de change ou de barrières commerciales."
L'économie de la fonctionnalité incite les entreprises à concevoir des produits plus _____ et _____.,"durables, réparables"
La _____ est la partie de l'analyse économique qui étudie le fonctionnement d'un système économique de marché en partant des comportements individuels.,micro-économie
Quelle est l'équation d'équilibre de la production nationale (Y) dans une économie fermée ?,"$Y = C + I + G$, où C est la consommation, I l'investissement et G les dépenses publiques."
"Selon le document, l'étude de l'économie aide à évaluer les différentes politiques économiques en comparant les _____ et les _____.","actions, résultats"
Quel est l'un des principaux rôles de l'État et des collectivités locales en tant qu'administrations publiques ?,Établir des lois et des règles pour encadrer l'économie (régulation).
"L'innovation peut nécessiter de nouvelles infrastructures, ce qui peut stimuler _____ et la croissance.",l'investissement
"Dans le contexte de la circularité, le produit n'est plus seulement un bien à vendre, mais un _____ intégré dans une logique circulaire.",service
"Dans l'économie circulaire, l'objectif est de garder les ressources en _____ le plus longtemps possible.",circulation
"Dans le modèle d'écologie industrielle, les synergies et la _____ des besoins sont des concepts clés.",mutualisation
